id,name,link,categories,county,region,city,street,zip,country,latitude,longitude,phone,email,website,facebook,instagram,linkedin,description,featured_image,date_added
7837,Archaeology Camps – Booking Now,https://dostuff.ie/providerpages/archaeology-camps-booking-now/,"Archaeology, Camps & Afterschool, Nature & Outdoor Camps, Nature, Outdoors & Group Meet-Ups",Dublin,,,Various Locations - please see website,Various Locations - please see website,,,,087 7556808,info@sia.ie,http://sia.ie/archaeology-summer-camps-for-kids/,,,,"Our camps provide a new and fascination alternative to sports -themed camps and other school break activities for children aged between 7-12 years old. If your child is a curious explorer with a thirst for knowledge about the past this is the camp for them! With camps all year round they introduce children to the mysteries and adventures of our past in a fun, practical and hands on way. Sparking their imagination.",https://dostuff.ie/wp-content/uploads/2026/07/c25f5ae1-76c3-4dea-8f0e-18742b17a180-2-2.png,2026-05-08T13:58:56
3206,Art Classes/Private mentoring,https://dostuff.ie/providerpages/art-classes-private-mentoring/,"Art, Craft & Making, Card Making, Drawing & Illustration, Kids Art Club, Painting",Mayo,mayo,westport,"Unit 2 The Courtyard , James Street, Westport",F28DP40,,,,09844573,westportartmusicschool@gmail.com,https://www.westportartmusicschool.com,https://www.facebook.com/WAMSwestport/,https://www.instagram.com/westportartmusic/?hl=en,,"We offer private art mentoring for 1on1, groups on a regular basis or a once-off. Perfect if you’re looking for a rainy day activity when visiting Westport. We have classes for children and adults throughout the year available in blocks of 4-8 weeks and options for drop in occasionally (more so throughout the summer) whether your a local and want a hand with a project, or you want to master a certain skill or your visiting with your family and want to try something different and spend a couple hours watercolour painting on a Rainy day.. contact us to organise the perfect activity for you. we cover watercolour, acrylic painting, drawing, basic crafts and card making.",https://dostuff.ie/wp-content/uploads/2025/09/IMG_2421.jpeg,2025-09-21T12:32:35
7982,Art Clubs with Playful Tribe,https://dostuff.ie/providerpages/art-clubs-with-playful-tribe/,"Afterschool Clubs, Art, Craft & Making, Arts & Crafts Camps, Camps & Afterschool, Drawing & Illustration, Kids Art Club, Kids Craft Workshops, Mindfulness, Painting, Paper Crafts & Origami, Pottery & Ceramics, Printmaking, Sculpture",Meath,County Meath,Bettystown,Eastham Rd,A92 VR02,Ireland,53.7006314,-6.2550226,,contact.playfultribe@gmail.com,https://bookwhen.com/playfultribe,,https://www.instagram.com/playfultribe,,"Playful Tribe Afterschool Art Clubs Sessions are relaxed and process-led, with the focus on creativity, self-expression, and enjoying making art. We explore a range of materials including air-dry clay, watercolours, oil pastels, acrylics, drawing, and mixed media, while learning how to use professional tools and techniques. All materials are included . Mondays 4-5:30pm (Junior & Senior Infants) Tuesdays 4-5:30pm (1st Class - 6th Class) Classes are drop-off and take place in our home studio in Bettystown. They’re best suited for children who are comfortable participating independently without one-to-one support/SNA. Our art classes run on a continuous basis throughout the year, and you can join at any time once we have a vacancy in the class of your choice.",https://dostuff.ie/wp-content/uploads/2026/05/IMG_1458.jpeg,2026-05-16T14:56:24
7445,"Art classes for children in Wexford and Lucan, co.Dublin",https://dostuff.ie/providerpages/art-classes-for-children-in-wexford-and-lucan-co-dublin/,"Afterschool Clubs, Art Therapy, Art, Craft & Making, Kids Art Club, Kids Craft Workshops, Painting",Wexford,County Wexford,Wexford,"Clonard Community Centre, Clonard Rd",8GJCWH,Ireland,52.332483956579324,-6.478548645973206,0863090977,e.oleinik@gmail.com,,https://www.facebook.com/share/1CdZeumZdg/,https://www.instagram.com/elenapyramidart?igsh=b3puYmdoaDNwenlv,,"🎨✨ Let Your Child’s Creativity Shine! ✨🎨 Looking for a fun, inspiring activity for your child? Our art classes are the perfect place for young imaginations to grow! 🖌️ Explore painting, drawing, and creative crafts 🌈 Build confidence and self-expression 👩‍🎨 Small, friendly groups with personal guidance 🎉 Perfect for beginners and budding young artists alike Whether your child loves to doodle or dreams of becoming the next great artist, our classes are all about creativity, fun, and discovery. 📍 Limited spaces available – don’t miss out! 📩 Message now to book a spot or learn more Let’s create something amazing together! 🎨💫",https://dostuff.ie/wp-content/uploads/2026/04/1000045341.jpg,2026-04-16T11:08:30
6073,Art in Layers,https://dostuff.ie/providerpages/art-in-layers/,"Art, Craft & Making, Card Making, Printmaking",Dublin,County Dublin,Dublin,Camden Street Lower,,Ireland,53.3351402,-6.2652351,,,https://artinlayers.ie/,https://www.facebook.com/share/1DD9g6cBTq/,https://www.instagram.com/art.in.layers?igsh=MWR2OGw5YXgwN2ZmcQ==,,"Discover hands-on creativity at Art in Layers, a studio dedicated to layered and textured art. Enjoy unique workshops including Joomchi, Kinusaiga, printmaking with recycled milk cartons, botanical collage with pressed flowers, pop-up card making, and more.",https://dostuff.ie/wp-content/uploads/2026/02/20240907_182617.jpg,2026-02-06T15:13:58
7605,Art workshops & Tea,https://dostuff.ie/providerpages/art-workshops-and-tea/,"Adult Art, Craft and Making",Armagh,Armagh,Carnagh,50 Carrickaduff Road,BT60 3HZ,,54.18390056034637,-6.724224890854624,,info@trishredmondart.com,,https://www.facebook.com/share/18rwhPZj36/,https://www.instagram.com/trishredmondart,,"Relaxed art workshops for adults in Studio 50, based in Carnagh, Co.Armagh, BT60 3HZ. Enjoy 2 hours of calm and creativity with professional artist Trish Redmond.👩‍🎨 Classes are suitable for beginners, as Trish offers guidance throughout ensuring everyone goes home with a completed artwork. All materials are provided. Come alone or bring a friend and enjoy some time in a relaxed environment with like minded people. Tea, coffee and freshly baked treats served! ☕️🧁 Check Trish Redmonds social media for upcoming events! Studio 50 is also open for private art workshops. Contact Trish for more information.",https://dostuff.ie/wp-content/uploads/2026/04/1000077295.jpg,2026-05-04T15:25:46
7238,Arty Party Place,https://dostuff.ie/providerpages/arty-party-place-craft-workshop/,"Adult Learning, DIY, Life Skills, Art, Craft & Making, Arts & Crafts Camps, Candle Making, Card Making, Felt Making, Kids Art Club, Kids Craft Workshops, Knitting & Crochet, Pottery & Ceramics, Science & STEM Camps, Sewing & Dressmaking, Teen Camps, Transition Year, Upcycling",Laois,County Laois,Portlaoise,6 Hynd's Square,R32 Y002,Ireland,53.0341058,-7.3009751,085 1139695,info@artypartyplace.com,https://www.artypartyplace.com,https://www.facebook.com/artypartyplace,,,"We are a small craft workshop, birthday and pottery space located in the heart of Portlaoise at the rear of JBR Art Haus - the Midlands largest craft supply store. We offer a huge range of craft workshops throughout the year as well as afterschool craft club, kids craft camps, pottery events and a drop in pottery painting venue. We work with various community ventures and county councils to facilitate a large variety of pottery, craft, crochet and upcycling workshops across the Midlands. In store we host themed birthday events such as pottery, pop star, dinosaur, Harry Potter, decor letters, clay time insects, keyrings and bracelets, slime time, Minecraft or we can create an event to suit your needs. We also offer a mobile craft party service - we travel to your event with our craft packages. Our Adult Workshops include crochet, beginners sewing, upcycling, candle making, soap making, needle felting, floral wreaths, foraged balms and teas, pottery painting, pottery handbuilding, foiling, alcohol ink art and polymer clay jewellery.",https://dostuff.ie/wp-content/uploads/2026/04/Use-AI-Image-Apr-7-2026-14_23_51.png,2026-04-07T14:28:07
3183,Automatic Driving Lessons Cork City,https://dostuff.ie/providerpages/automatic-driving-lessons-cork-city/,"Adult Learning, DIY, Life Skills, Driving Lessons",Cork,Private Address,Private Address,Private Address,Private Address,Private Address,Private Address,Private Address,0861254724,paulohalloran100@gmail.com,https://drivinglessonscorkcity.ie,,,,"EDT Driving Lessons Paul O’Halloran RSA approved driving instructor operating in Cork City and suburbs Book with confidence 0861254724 Door to door services provided if required Pay As You Go, no upfront payment Now also accepting Revolut EDT book provided free of charge Visit drivinglessonscorkcity.ie for more information, videos and testimonials",https://dostuff.ie/wp-content/uploads/2025/09/77d3faa3-1688-4388-91f9-d239e4b9aff3-1.jpeg,2025-09-21T10:43:15
7875,BRICK LEGENDS LEGO CLUBS & EVENTS,https://dostuff.ie/providerpages/brick-legends-lego-clubs-events/,"Afterschool Clubs, Camps & Afterschool, Easter Camps, Halloween Camps, Montessori & Play‑Based Learning, Summer Camps","Antrim,Armagh,Carlow,Cavan,Clare,Cork,Derry,Donegal,Down,Dublin,Fermanagh,Galway,Kerry,Kildare,Kilkenny,Laois,Leitrim,Limerick,Longford,Louth,Mayo,Meath,Monaghan,Offaly,Roscommon,Sligo,Tipperary,Tyrone,Waterford,Westmeath,Wexford,Wicklow",,All Ireland,,P12 XP84,,51.90436491355358,-8.957801375516372,0876488071,stephen@bricklegends.ie,https://www.bricklegends.ie,https://www.facebook.com/bricklegendsireland,https://www.instagram.com/bricklegendsireland/,,"WELCOME TO Brick Legends Ireland Our kids LEGO® clubs are dedicated to fostering STEM based creativity, imagination, and a love for learning through the magical world of LEGO® bricks. At Brick Legends, we believe that playing with LEGO® is more than just a fun pastime; it's a powerful tool for education and STEM (Science, Technology, Engineering, and Mathematics) development. Through the joy of building and problem-solving, children engage in a hands-on learning experience that enhances their cognitive, social, and emotional skills.",https://dostuff.ie/wp-content/uploads/2026/05/circle.png,2026-05-11T09:13:50
8952,Babble & Bloom,https://dostuff.ie/providerpages/babble-bloom/,"Antenatal & Postnatal, Baby & Early Learning, Baby Sign Language, New Parent Workshops, Parent & Toddler Groups",Dublin,County Dublin,Malahide,"Malahide Castle, Malahide Demesne",,Ireland,53.4445767,-6.1655167,,Hello@babbleboxlearning.com,https://bookwhen.com/babblebox/e/ev-sfu2l-20260916100000,,https://www.instagram.com/babbleboxlearning,,"Parent and baby early communication courses Learn evidence-based strategies to support your baby's communication from the very beginning. Created and led by a registered Speech & Language Therapist. You’ll learn how to: Model baby signs Build connection and language through play Turn everyday moments into communication opportunities All through relaxed, play-based sessions. Suitable for babies and toddlers aged 6–14 months, Babble & Bloom offers a relaxed and supportive environment to connect with your baby, build confidence in supporting their development, and meet other parents at a similar stage. Join us for six weeks of play and practical learning that will help you nurture your baby’s communication skills in everyday moments. Please note: While Babble & Bloom is created and led by a Speech & Language Therapist, it is an educational class rather than a Speech & Language Therapy service. Participation does not constitute assessment or therapy, and the course is not a substitute for speech and language assessment or intervention where needed.",https://dostuff.ie/wp-content/uploads/2026/06/Babble-Bloom-Banner.png,2026-06-28T19:31:31
7878,Baby & Me Ballet Dublin,https://dostuff.ie/providerpages/baby-me-ballet-dublin/,Parent & Toddler Groups,Dublin,County Dublin,Swords,Swords,,Ireland,53.4557467,-6.219740600000001,+353838110214,hello.babyandmeballet@gmail.com,https://www.babyandmeballet.com,,https://www.instagram.com/babyandmeballetdublin/,,"For little ones aged 14M-30M, 2.5-3.5Y, and their grown-ups. Dance, Sing & Play Together. Gentle introduction to Ballet, through dancing, singing & playing.",https://dostuff.ie/wp-content/uploads/2026/05/Untitled-design-1.jpg,2026-05-11T10:33:00
9807,Baby Massage with Emma,https://dostuff.ie/providerpages/baby-massage-with-emma/,Baby Massage,"Dublin,Louth,Meath",Private Address,Private Address,Private Address,Private Address,Private Address,Private Address,Private Address,,babymassageemma@gmail.com,,,,,Hi! I’m Emma! I’m a registered nurse and midwife and recently certified with the IAIM in infant massage. I’m setting up Baby Massage classes in Co. Louth. 5 Classes per course €150 per course (most private health insurance companies offer some reimbursement) email for more info or to book - babymassageemma@gmail.com or Instagram - @babymassagewithemma,https://dostuff.ie/wp-content/uploads/2026/07/IMG_7153.png,2026-07-22T19:47:28
7890,Baby Massage with Laura – Navan & Surrounds,https://dostuff.ie/providerpages/baby-massage-with-laura-navan-surrounds/,Baby Massage,Meath,County Meath,Navan,Navan,,Ireland,53.653949875860675,-6.6965582977026905,,lauramcq.babymassage@gmail.com,,https://www.instagram.com/babymassagewithlaura,https://www.instagram.com/baby_massage_with_laura,,"Baby Massage Classes led by an experienced Paediatric/Neonatal Intensive Care Nurse (10+ years). Babies - birth to 12 months. All babies welcome, including babies with special needs/complex needs/any additional needs or life limiting conditions. Loads of room for any medical equipment eg suction machines/portable ventilators/feeding pumps etc. If your baby has a feeding tube, stoma bag, tracheostomy, CPAP/BiPap mask, Peg tube etc - massage can be adapted to suit your baby. I have so much experience looking after babies with any additional needs and will support you to make you feel comfortable. Classes are ran in Navan - Red River Yoga Studio (Wednesdays at 10am) and Wilkinstown Community Centre (Mondays at 10am). I also offer 1:1 classes if desired. Relaxed, baby-led classes. If you need to feed, change your baby, walk around or just cuddle your baby that is fine. All you need to bring is a small blanket for your baby. I provide yoga mats, cushions, oils etc.. Tea, coffee, sweet treats provided for the second part of the class where parents sit & chat & get to know eachother :) DM on Instagram @baby_massage_with_laura or Email: lauramcq.babymassage@gmail.com",https://dostuff.ie/wp-content/uploads/2026/05/IMG_3839.jpeg,2026-05-11T20:44:36
7416,Baby Sensory Dunboyne,https://dostuff.ie/providerpages/baby-sensory-dunboyne/,"Baby & Early Learning, New Parent Workshops, Sensory Classes, Tummy Time Classes",Meath,County Meath,Dunboyne,"St. Peter's GAA Dunboyne, Rooske Rd",A86 Y750,Ireland,53.41029983294892,-6.473115559588458,0851083592,meath@babysensory.ie,https://www.babysensory.ie/meath,https://www.facebook.com/babysensorymeath,https://www.instagram.com/babysensorymeath,,"Baby Sensory® classes are designed to support your baby’s development from birth to 13 months through gentle sensory activities, music, movement and play. Every activity is carefully designed using research into early childhood development, supporting your baby’s sensory, physical and cognitive growth in a natural, fun way. Each class is carefully structured for your baby’s stage, from tiny newborns to active explorers, all in a warm, welcoming environment. ⸻ Why parents love Baby Sensory: 💛 A special time to bond with your baby 💚 Supports early development and key milestones 💛 A friendly space to meet other local parents 💚 No pressure, just enjoy the moment together ⸻ What to expect: 💛 Sensory play (lights, textures, bubbles and more) 💚 Music and movement 💛 Varied, age-appropriate activities All designed to stimulate your baby’s senses while keeping things calm and enjoyable for you both.",https://dostuff.ie/wp-content/uploads/2026/04/IMG_0531.jpeg,2026-04-15T21:23:57
6203,Baby Sensory Kildare & Carlow,https://dostuff.ie/providerpages/baby-sensory-kildare-carlow-2/,Baby & Early Learning,"Carlow,Kildare",County Kildare,Newbridge,Keadeen Hotel,R21 NX58,Ireland,53.1624406,-6.8240632,0879182643,kildare@babysensory.ie,https://www.babysensory.ie/kildare/,https://www.facebook.com/babysensorykildare/,https://www.instagram.com/babysensorykildare/,,"Support your baby’s development with research-backed classes parents trust and babies love. Baby Sensory® classes provide ideas for creative play, massage, tummy time, movement, visual development, textures, scents and music in simple practical ways that can be easily repeated at home. We also use a combination of original and traditional songs and rhymes to develop early speech and language skills, and sensory signing activities to help you and your baby communicate from birth. Suitable from birth to 13 months.",https://dostuff.ie/wp-content/uploads/2026/02/489757245_1250627907070997_2674939916392306553_n.jpg,2026-02-14T11:56:02
6210,Baby Sensory Kildare & Carlow,https://dostuff.ie/providerpages/baby-sensory-kildare-carlow-3/,Baby & Early Learning,"Carlow,Kildare",County Kildare,Naas,"Studio 3 Yoga, Pilates & Holistic Centre, Unit 5A",R21 NX58,Ireland,53.2316878,-6.653085700000001,0879182643,kildare@babysensory.ie,https://www.babysensory.ie/kildare/,https://www.facebook.com/babysensorykildare/,https://www.instagram.com/babysensorykildare/,,"Support your baby’s development with research-backed classes parents trust and babies love. Baby Sensory® classes provide ideas for creative play, massage, tummy time, movement, visual development, textures, scents and music in simple practical ways that can be easily repeated at home. We also use a combination of original and traditional songs and rhymes to develop early speech and language skills, and sensory signing activities to help you and your baby communicate from birth. Suitable from birth to 13 months.",https://dostuff.ie/wp-content/uploads/2026/02/489757245_1250627907070997_2674939916392306553_n-2.jpg,2026-02-14T12:00:19
6200,Baby Sensory Kildare & Carlow,https://dostuff.ie/providerpages/baby-sensory-kildare-carlow/,"Baby & Early Learning, Sensory Classes","Carlow,Kildare",County Carlow,Carlow,"Seven Oaks Hotel and Leisure Club, Athy Rd",R93 V4K5,Ireland,52.8411361,-6.929079199999999,0879182643,kildare@babysensory.ie,https://www.babysensory.ie/kildare/%20,https://www.facebook.com/babysensorykildare/,https://www.instagram.com/babysensorykildare/,,"Support your baby’s development with research-backed classes parents trust and babies love. Baby Sensory® classes provide ideas for creative play, massage, tummy time, movement, visual development, textures, scents and music in simple practical ways that can be easily repeated at home. We also use a combination of original and traditional songs and rhymes to develop early speech and language skills, and sensory signing activities to help you and your baby communicate from birth. Suitable from birth to 13 months.",https://dostuff.ie/wp-content/uploads/2026/02/489757245_1250627907070997_2674939916392306553_n-1.jpg,2026-02-14T11:52:31
7406,Baby Sensory Navan,https://dostuff.ie/providerpages/baby-sensory-navan/,"Baby & Early Learning, New Parent Workshops, Sensory Classes, Tummy Time Classes",Meath,County Meath,Navan,"Claremont Stadium, Commons Rd",C15 TX9T,Ireland,53.641887634300645,-6.699810939659905,0851083592,meath@babysensory.ie,https://www.babysensory.ie/meath,https://www.facebook.com/babysensorymeath,https://www.instagram.com/babysensorymeath,,"Baby Sensory® classes are designed to support your baby’s development from birth to 13 months through gentle sensory activities, music, movement and play. Every activity is carefully designed using research into early childhood development, supporting your baby’s sensory, physical and cognitive growth in a natural, fun way. Each class is carefully structured for your baby’s stage, from tiny newborns to active explorers, all in a warm, welcoming environment. ⸻ Why parents love Baby Sensory: 💛 A special time to bond with your baby 💚 Supports early development and key milestones 💛 A friendly space to meet other local parents 💚 No pressure, just enjoy the moment together ⸻ What to expect: 💛 Sensory play (lights, textures, bubbles and more) 💚 Music and movement 💛 Varied, age-appropriate activities All designed to stimulate your baby’s senses while keeping things calm and enjoyable for you both.",https://dostuff.ie/wp-content/uploads/2026/04/77409993-dcd1-4a6a-b797-452016221f01.jpeg,2026-04-15T17:03:45
3051,Ballet Classes for Adults,https://dostuff.ie/providerpages/ballet-classes-for-adults/,"Adult Beginners, Art History & Culture, Ballet, Dance & Movement, Music, Drama & Performance",Cork,County Cork,Cork,John Redmond St,T23 Y584,Ireland,51.9025443,-8.4749791,0833716740,corkadultballet@gmail.com,https://linktr.ee/corkadultballet,,https://www.instagram.com/corkadultballet,,"Cork Adult Ballet offers ballet classes for adults of all experience levels. Experience the joy of classical ballet in a supportive and inclusive environment. Please find all information in this document . Tuesday evenings beginning September 9 at Dance Cork Firkin Crane 5:30 - 6:30 pm Beginner ballet 6:30 - 8:00 pm Open ballet 8 - 8:30 pm Pre-pointe/pointe class Sunday afternoons beginning August 31 at the ACA Performing Arts Academy 4 - 5:30 pm Open ballet 5:30 - 6 pm Pointe/pre-pointe Please get in touch to sign up. All classes operate on a drop-in/pay-as-you-go basis, but please get in touch to register at least one day in advance as class size is limited. I will respond to confirm your place. Email: corkadultballet@gmail.com Phone/WhatsApp: 0833716740 Instagram: @corkadultballet Further information",https://dostuff.ie/wp-content/uploads/2025/09/dostuff.ie-banner-1.png,2025-09-11T13:16:56
9968,Barleyhill Icelandics,https://dostuff.ie/providerpages/barleyhill-icelandics/,Horse Riding,Mayo,County Mayo,,Barleyhill,F12 DY92,Ireland,53.9189028,-9.0458783,0858354655,barleyhillstables@gmail.com,,,https://www.instagram.com/barleyhillicelandics?igsh=MTFpbnF4aWM1cmt2bg%3D%3D&utm_source=qr,,Come join us at Barleyhill Icelandics for an adventure you will never forget! Learn about the fantastic Icelandic horse with their special gaits!,https://dostuff.ie/wp-content/uploads/2026/07/1ce8703f-5715-4760-abb9-e46173b9fe26.jpeg,2026-07-29T21:56:51
